alphaRaw16-1,alphaRaw16-2,alphaRaw16-3,alphaRaw16-4,alphaRaw24-1,alphaRaw24-2,alphaRaw24-3,alphaRaw24-4,alphaGrad-1,alphaGrad-2,alphaGrad-3,alphaGrad-4,grad-x,grad-y,grad-z,grad-xz,grad-yz,grad-rx,grad-ry,grad-rz,gradsum-xy,gradsum-xz,gradsum-yz,gradratio-xy,gradratio-xz,gradratio-yz,gradstddev-x,gradstddev-y,gradstddev-z,xpeaks,ypeaks,avg,stddev,moment-2,moment-3,moment-4,class
0.49936,0.380971,0.119669,0,0.394389,0.463619,0.141991,0,1,0,0,0,0.052653,0.040611,0.013759,0.027985,0.022917,0.000578,-0.00243,0.000008,0.093264,0.066411,0.05437,1.29651,3.826851,2.951656,210.958768,87.158094,0.013163,3,5,0.846296,0.583824,1.057063,1.597914,2.703274,a4c
0.233333,0,0.113383,0.653284,0.334798,0,0.099982,0.565219,0,0.691114,0.308886,0,0.055691,0.054846,0.015948,0.031545,0.025892,0.003288,0.00404,0.000051,0.110538,0.07164,0.070795,1.015406,3.491991,3.43901,488.100825,416.408991,0.01641,3,4,0.973035,0.615425,1.325536,2.301499,4.826532,a4c
0,1,0,0,0,1,0,0,0.155611,0.800147,0.044242,0,0.056809,0.049142,0.014733,0.027732,0.027932,0.00167,-0.003167,0.000015,0.105951,0.071542,0.063875,1.156011,3.855977,3.335588,541.548983,315.540161,0.015256,3,3,0.842447,0.513414,0.973306,1.337872,2.058259,a4c
0.120494,0,0.879506,0,0,0,1,0,0.566601,0,0.110789,0.322609,0.046052,0.046294,0.01497,0.02865,0.028791,0.001364,0.000929,-0.000029,0.092345,0.061022,0.061264,0.994779,3.076234,3.09238,91.512208,114.53424,0.016406,3,4,0.929153,0.72549,1.389653,2.712367,6.147657,plax
0.152756,0,0,0.847244,0.17661,0,0,0.82339,0.265725,0,0.372973,0.361302,0.039114,0.045256,0.013833,0.030118,0.032666,-0.000185,0.0062,0.000013,0.08437,0.052947,0.059089,0.864277,2.827521,3.271544,133.416077,77.998332,0.015163,4,5,0.756688,0.61486,0.950624,1.480461,2.624145,plax
0,0,0,1,0,0.009061,0.143631,0.847308,0,0,1,0,0.040623,0.059479,0.014453,0.032505,0.040506,-0.001935,0.001824,0.000045,0.100102,0.055076,0.073932,0.682973,2.810646,4.115312,144.587289,184.076871,0.016499,1,5,0.750869,0.690975,1.041244,1.923873,4.277346,plax
0,0,1,0,0,0,1,0,0,0,0.58829,0.41171,0.04162,0.052088,0.013256,0.025391,0.029544,-0.002725,-0.002171,-0.00001,0.093708,0.054877,0.065344,0.799043,3.139625,3.929231,234.57113,280.988116,0.013851,1,4,0.834391,0.712142,1.203347,2.288522,5.133336,plax
0,0,0.538851,0.461149,0,0,0.375601,0.624399,0,0,1,0,0.042176,0.053782,0.016152,0.032392,0.036958,0.003285,0.004378,-0.000012,0.095957,0.058328,0.069933,0.784205,2.611195,3.329735,423.271518,527.10027,0.0199,10,5,0.703181,0.641372,0.905815,1.485011,2.832123,plax
0,0,1,0,0,0,1,0,0,0,1,0,0.041388,0.062198,0.016532,0.033332,0.044744,-0.000799,-0.00145,0.000027,0.103586,0.05792,0.078731,0.665414,2.503437,3.762227,117.203306,171.992432,0.018261,3,4,0.831309,0.736722,1.233825,2.506327,6.116434,plax
0,0,1,0,0,0,1,0,0,0,0.581241,0.418759,0.041901,0.051625,0.016261,0.026585,0.031351,-0.002231,-0.000339,-0.000052,0.093526,0.058163,0.067886,0.81165,2.576722,3.17467,84.001686,109.454557,0.015535,3,6,1.007652,0.565341,1.334968,2.086412,3.62038,plax
0.308703,0,0.204445,0.486852,0.342885,0,0.217454,0.439661,0,0,1,0,0.046455,0.062319,0.016718,0.033041,0.041945,-0.000949,0.008248,0.000003,0.108775,0.063173,0.079038,0.745438,2.778723,3.72764,79.83033,79.179476,0.01812,4,3,0.957805,0.733513,1.455424,2.882551,6.587338,plax
0.198465,0,0.18512,0.616414,0.185478,0,0.169984,0.644537,0.01198,0,0.557848,0.430172,0.043057,0.051373,0.019304,0.0408,0.043827,-0.001169,0.005921,0.000047,0.09443,0.062361,0.070677,0.838133,2.23047,2.661235,168.230358,73.156309,0.019412,3,4,0.965252,0.673559,1.385387,2.540622,5.447771,plax
0.889886,0,0.110114,0,0.824503,0,0.175497,0,0,0.129674,0.524418,0.345908,0.047968,0.056885,0.019756,0.036442,0.043335,0.001919,0.004035,-0.000022,0.104854,0.067724,0.076641,0.843244,2.428034,2.879395,189.505951,209.508332,0.019506,2,4,1.026248,0.728287,1.58358,3.131896,7.152955,plax
0.400713,0.443313,0,0.155973,0.276,0.525406,0,0.198594,0,0,0.548171,0.451829,0.034289,0.047937,0.01777,0.029345,0.038519,-0.001659,0.004428,-0.000005,0.082225,0.052058,0.065707,0.715289,1.929597,2.697646,244.393619,387.137618,0.020619,3,3,1.039007,0.737481,1.623406,3.314309,8.152482,plax
0,0,1,0,0,0,1,0,0,0,0.556504,0.443496,0.039341,0.049767,0.019184,0.033807,0.040851,0.003791,-0.000443,0.000026,0.089107,0.058525,0.068951,0.790506,2.050704,2.594167,55.871434,95.682449,0.01968,3,4,0.985814,0.757101,1.545022,3.25455,8.304488,plax
0.335567,0.215314,0,0.44912,0.308178,0.185397,0,0.506424,0,0.138655,0.544829,0.316516,0.047148,0.05384,0.014129,0.032043,0.036666,-0.001527,0.002383,-0.000008,0.100988,0.061277,0.067969,0.875707,3.336908,3.81053,102.370436,99.244128,0.015032,5,5,0.824828,0.667006,1.125232,1.974548,3.962187,plax
0,0.294074,0.705926,0,0,0.011824,0.988176,0,0.141479,0.019777,0.476741,0.362002,0.046618,0.052791,0.013646,0.032479,0.039188,-0.002759,-0.003561,0.000024,0.099409,0.060264,0.066438,0.883056,3.416153,3.868558,123.146461,108.016091,0.01454,6,4,0.832193,0.712611,1.200352,2.241362,4.777361,plax
0,0.035677,0.351462,0.612861,0,0.025451,0.402857,0.571693,0,0,0.584652,0.415348,0.042163,0.052136,0.016324,0.031956,0.035706,0.001246,0.002856,0.000009,0.094299,0.058487,0.068461,0.80871,2.582815,3.193746,102.760699,91.310501,0.016605,3,5,0.881162,0.767263,1.36513,2.836707,6.898112,plax
0,0,0.12438,0.87562,0,0,0,1,0,0,0.55211,0.44789,0.039618,0.048786,0.016531,0.035992,0.044066,0.000003,0.003584,0.000009,0.088404,0.056149,0.065317,0.812076,2.39655,2.95114,104.84001,175.868351,0.021147,2,5,0.755449,0.788326,1.192152,2.557809,6.498946,plax
0,0.719526,0,0.280474,0.27159,0.667215,0,0.061195,0,0.313367,0.430885,0.255748,0.05037,0.056085,0.016084,0.026743,0.032408,0.000234,0.003659,-0.000022,0.106456,0.066454,0.072169,0.898099,3.131707,3.48704,117.740724,157.094908,0.014926,4,4,1.142944,0.671963,1.757848,3.332977,7.308624,plax
0,0.152491,0.847509,0,0,0.014128,0.985872,0,0,0.121041,0.554943,0.324016,0.047998,0.058468,0.018138,0.038681,0.043842,0.000976,-0.000573,0.000001,0.106466,0.066136,0.076606,0.820927,2.646298,3.223549,139.610506,171.232324,0.018637,6,5,0.906833,0.636814,1.227871,2.07719,4.04309,plax
0.167217,0.430847,0.401935,0,0,0.567212,0.432788,0,0,0.050179,0.949821,0,0.045443,0.055618,0.018226,0.042905,0.049704,0.003394,-0.002806,-0.000006,0.101061,0.06367,0.073845,0.817055,2.493251,3.051509,67.060465,108.47798,0.021021,4,3,0.807073,0.887551,1.439103,3.538465,10.131157,plax
0.076505,0,0.837083,0.086411,0,0,0.775889,0.224111,0,0,1,0,0.043039,0.0607,0.015093,0.034209,0.046143,-0.001089,0.004264,-0.000038,0.10374,0.058132,0.075793,0.709047,2.851654,4.021813,137.368669,281.554152,0.019128,3,4,0.724799,0.777401,1.129676,2.421488,6.143039,plax
0,0.08971,0.91029,0,0,0,1,0,0.459733,0.070563,0.161028,0.308676,0.049363,0.049743,0.017644,0.026829,0.029433,-0.000118,-0.00167,-0.000009,0.099106,0.067007,0.067387,0.992368,2.797746,2.819263,116.160699,135.666043,0.016293,4,5,1.058577,0.655994,1.550908,2.838124,5.984751,plax
0,0,0.262765,0.737235,0,0,0.19431,0.80569,0,0.310158,0.406051,0.283791,0.056043,0.076211,0.015129,0.043651,0.05402,-0.004795,0.002855,0.000064,0.132254,0.071172,0.09134,0.73537,3.704394,5.037457,224.415733,351.558786,0.020325,22,4,0.70674,0.810636,1.156601,2.703516,7.823983,plax
0,0.773789,0.226211,0,0,0.781554,0.218446,0,0,0,1,0,0.04567,0.059125,0.0194,0.026978,0.032885,-0.001264,0.002362,-0.000005,0.104795,0.06507,0.078525,0.772431,2.354164,3.047734,87.600455,100.056885,0.016775,3,5,1.45718,0.563391,2.440778,4.528639,9.12095,plax
0,0.098878,0.65706,0.244062,0,0.105264,0.648001,0.246735,0,0,0.577297,0.422703,0.042279,0.051184,0.016483,0.03311,0.038756,-0.00043,0.000982,0.000033,0.093463,0.058762,0.067667,0.826022,2.564954,3.105187,152.31736,215.641659,0.018871,1,3,0.836721,0.742358,1.251189,2.494116,5.848755,plax
0,0.13225,0.86775,0,0,0,1,0,0,0,0.541609,0.458391,0.034501,0.046863,0.015391,0.030131,0.037983,-0.003701,0.000459,-0.000004,0.081364,0.049892,0.062254,0.736212,2.241603,3.044778,48.410143,54.771293,0.0148,3,6,0.958756,0.609934,1.291228,2.103938,3.858333,plax
0,0,1,0,0,0,1,0,0,0,0.584127,0.415873,0.043386,0.053129,0.018817,0.036264,0.044498,0.001591,0.004289,-0.000005,0.096514,0.062202,0.071945,0.816617,2.305723,2.823508,108.269919,171.760612,0.019624,4,4,0.902655,0.690168,1.29111,2.400835,5.220421,plax
0,0,1,0,0,0,1,0,0,0.245581,0.452323,0.302096,0.051649,0.062017,0.020757,0.034933,0.039068,0.001427,0.0022,-0.000021,0.113665,0.072405,0.082773,0.832815,2.488306,2.987826,286.831466,291.745839,0.0204,2,7,1.059101,0.724053,1.645941,3.372565,8.489373,plax
0,0,0.969746,0.030254,0,0,0.940724,0.059276,0,0.138643,0.52476,0.336596,0.04804,0.056744,0.018825,0.038385,0.048015,0.000188,0.004253,-0.000001,0.104784,0.066865,0.075569,0.846617,2.552009,3.014361,268.314619,318.905216,0.02059,2,4,0.833016,0.751266,1.258308,2.601677,6.449522,plax
0,0.34073,0.65927,0,0,0.454555,0.545445,0,0,0.296743,0.434426,0.268831,0.049639,0.054547,0.018107,0.032827,0.036967,0.001759,0.004458,-0.000001,0.104186,0.067746,0.072653,0.910032,2.7415,3.01253,318.181902,317.617205,0.018386,5,5,1.033729,0.672418,1.520735,2.813273,6.071709,plax
0,0,0,1,0.019788,0,0,0.980212,0.426649,0,0.239376,0.333975,0.045914,0.048211,0.017802,0.031039,0.03096,-0.000248,0.008608,0.000039,0.094125,0.063716,0.066013,0.952349,2.57917,2.708219,172.516854,196.140868,0.020092,2,4,1.003342,0.749895,1.569029,3.293945,8.558522,psax
0,0,0,1,0,0,0,1,0.739284,0,0.009009,0.251707,0.0449,0.042972,0.015529,0.028471,0.027247,0.000116,0.00582,-0.000045,0.087872,0.060429,0.0585,1.044884,2.891436,2.767232,90.081223,121.301413,0.016772,1,3,0.837739,0.725826,1.22862,2.367471,5.420433,psax
0,0,0,1,0,0,0,1,0.490809,0,0.189678,0.319513,0.044989,0.046541,0.017043,0.022741,0.023436,0.001336,0.006635,-0.000114,0.09153,0.062032,0.063584,0.966656,2.639736,2.73079,45.084049,45.883459,0.017217,3,3,1.187809,0.602757,1.774196,3.121086,6.185555,psax
0,0,0.424809,0.575191,0,0,0.432412,0.567588,0,0.102689,0.897311,0,0.050721,0.067107,0.019206,0.049711,0.059526,0.001759,0.007635,-0.000089,0.117827,0.069927,0.086313,0.755822,2.640803,3.493948,235.993082,149.203374,0.026563,3,4,0.766414,0.955426,1.500213,4.487945,16.731709,psax
0,0,0,1,0,0,0,1,0,0.185857,0.814143,0,0.049835,0.06053,0.015309,0.035431,0.034954,-0.003676,0.004384,0.000015,0.110364,0.065144,0.075839,0.82331,3.255168,3.953758,175.418094,234.423508,0.016577,2,6,0.835586,0.744966,1.253165,2.567792,6.352227,psax
0,0,0.142003,0.857997,0,0,0.051845,0.948155,0,0,1,0,0.044328,0.055845,0.017624,0.039258,0.046349,0.000439,0.005526,0.00007,0.100173,0.061952,0.073469,0.793779,2.515252,3.168707,269.100239,358.701203,0.022029,2,4,0.770763,0.808928,1.24843,2.873364,8.03113,psax
0,0.182545,0,0.817455,0,0.202938,0,0.797062,0.338445,0,0.338573,0.322982,0.035446,0.037255,0.01499,0.023566,0.023714,-0.000944,0.004417,0.000004,0.0727,0.050436,0.052245,0.95144,2.364614,2.485299,182.575741,191.734183,0.015377,4,3,0.819331,0.581302,1.00921,1.492561,2.45559,psax
0,0,0.970927,0.029073,0,0,0.999178,0.000822,0.247151,0,0.398197,0.354652,0.042713,0.047934,0.015434,0.022414,0.026578,0.001942,0.005259,-0.000027,0.090647,0.058146,0.063367,0.891078,2.767519,3.105809,248.894832,163.44926,0.015041,4,3,0.988753,0.661948,1.415801,2.544112,5.23836,psax
0.03489,0,0.918536,0.046574,0.017838,0,0.882178,0.099984,0.305748,0,0.365442,0.32881,0.032663,0.038138,0.013895,0.027306,0.029721,0.002714,0.00665,0.000017,0.070801,0.046559,0.052033,0.856455,2.3507,2.744684,188.308239,207.226379,0.017165,3,4,0.72455,0.694097,1.006736,1.790085,3.655687,psax
0,0.709683,0,0.290317,0,0.72136,0,0.27864,0.235497,0,0.404017,0.360486,0.042301,0.048469,0.019909,0.035992,0.043248,-0.000667,0.010373,-0.000042,0.09077,0.06221,0.068378,0.872738,2.124707,2.434529,155.600849,186.565708,0.020434,2,5,1.087211,0.756105,1.753714,3.718422,9.66055,psax
0,0.438523,0,0.561477,0,0.362965,0,0.637035,0.281361,0,0.379571,0.339068,0.033604,0.041176,0.016845,0.031191,0.03176,0.000021,0.006476,0.00001,0.07478,0.050449,0.058021,0.816097,1.994826,2.44435,127.20489,129.365892,0.018535,1,3,0.919267,0.721641,1.36581,2.719748,6.480478,psax
1,0,0,0,1,0,0,0,0.794113,0,0.032836,0.173051,0.038254,0.036653,0.014217,0.021932,0.022524,0.001804,0.002948,-0.000004,0.074907,0.052471,0.05087,1.043697,2.690738,2.578084,78.018346,61.88611,0.013484,2,3,1.004645,0.6846,1.477982,2.731217,5.75154,psax
0,0,0.643439,0.356561,0,0,0.722417,0.277583,0,0.452703,0.547297,0,0.054264,0.063359,0.015142,0.04327,0.047009,0.001255,-0.003216,0,0.117623,0.069406,0.0785,0.856459,3.583806,4.184444,102.87557,82.164945,0.017937,3,4,0.826582,0.863047,1.428072,3.516598,10.514406,psax
0.193365,0,0,0.806635,0.178766,0,0,0.821234,0.328582,0,0.341947,0.329471,0.036614,0.038997,0.01729,0.040339,0.042146,0.00097,0.008216,0.000028,0.07561,0.053904,0.056287,0.938885,2.117594,2.255435,109.738325,107.214359,0.023083,2,6,0.697713,0.763001,1.068965,2.177837,5.182988,psax
0,0.44775,0,0.55225,0,0.42552,0,0.57448,0,0.932214,0.067786,0,0.058629,0.053015,0.018568,0.034924,0.033595,0.003003,0.003578,0.000005,0.111644,0.077197,0.071583,1.105901,3.157441,2.855085,171.829713,112.656961,0.017802,2,4,1.019795,0.739774,1.587238,3.296633,8.224151,psax
0,0,1,0,0,0,1,0,0,0.235866,0.764134,0,0.049911,0.060347,0.0185,0.056244,0.058732,-0.000372,-0.007013,-0.000058,0.110258,0.06841,0.078847,0.827064,2.697948,3.262078,160.893281,212.064337,0.024611,2,6,0.778018,1.035306,1.677155,5.33662,20.744693,psax
0,0,0,1,0,0,0,1,0.43923,0,0.245324,0.315446,0.043769,0.046053,0.014711,0.031004,0.03381,0.001278,0.004311,-0.000028,0.089822,0.05848,0.060765,0.95039,2.97521,3.130515,189.095587,273.486958,0.019122,5,5,0.716956,0.779112,1.121032,2.35979,5.898225,psax
0.039513,0,0.17895,0.781537,0,0,0,1,0,0.600819,0.399181,0,0.053678,0.053942,0.017631,0.038224,0.042356,0.000229,0.002412,0.000006,0.10762,0.071309,0.071574,0.995099,3.044457,3.05945,283.092014,374.444894,0.025136,4,5,1.010224,0.831177,1.711398,4.065207,11.906234,psax
0,0,0,1,0,0,0,1,0,0.695679,0.304321,0,0.0575,0.06206,0.019,0.055682,0.05613,-0.005797,0.006393,0.000145,0.11956,0.0765,0.08106,0.92652,3.026322,3.266333,285.054725,442.720977,0.029008,34,5,0.730734,0.984117,1.502438,4.313471,14.598593,psax
0.222964,0.255926,0,0.521109,0.286504,0.221138,0,0.492358,0,0.58273,0.41727,0,0.059456,0.070303,0.018891,0.032204,0.038649,0.000869,0.005189,0.000015,0.129759,0.078347,0.089194,0.845709,3.147316,3.721511,181.205468,220.158085,0.020018,3,5,1.127519,0.640216,1.681167,3.160829,7.114884,psax
0,0.14039,0.107174,0.752435,0,0.105226,0.143795,0.75098,0.547883,0,0.130218,0.321899,0.046871,0.04746,0.021366,0.045663,0.045242,-0.000582,0.00366,-0.00002,0.094331,0.068237,0.068826,0.987599,2.193695,2.221241,168.727316,176.291077,0.023181,2,4,1.018545,0.703291,1.532045,2.914255,6.493749,psax
0,0,0,1,0,0,0,1,0.104278,0,0.505153,0.390569,0.043563,0.050467,0.016075,0.02677,0.028841,-0.002733,0.005339,-0.000127,0.09403,0.059638,0.066543,0.863189,2.709919,3.139426,72.993191,55.289455,0.015823,2,3,1.082836,0.647165,1.591344,2.915582,6.230555,psax
0.141311,0.214163,0.05789,0.586636,0.051283,0.227826,0.127959,0.592931,0,0,1,0,0.043995,0.060355,0.015651,0.021705,0.028739,-0.006856,0.001516,-0.000022,0.104351,0.059646,0.076006,0.728943,2.811032,3.856311,68.420285,155.512489,0.015744,1,5,1.06241,0.711547,1.635001,3.27345,7.70955,psax
0,0.231415,0.768585,0,0,0.209779,0.790221,0,0,0.078374,0.568217,0.353409,0.048187,0.059532,0.023597,0.043345,0.046283,-0.000118,0.008423,0.000081,0.10772,0.071785,0.08313,0.809427,2.042055,2.522842,274.616476,279.625803,0.02382,2,5,1.233088,0.804641,2.167943,5.024682,14.367363,psax
0,0,0.155171,0.844829,0,0,0,1,0,0.660278,0.339722,0,0.058986,0.065728,0.01755,0.042126,0.046614,-0.009061,0.005098,-0.000143,0.124714,0.076536,0.083278,0.897427,3.361071,3.745231,110.275013,113.425675,0.023412,3,5,0.953991,0.746378,1.467163,3.124492,8.364479,psax
0.501098,0,0,0.498902,0.472619,0,0,0.527381,0.736645,0,0,0.263355,0.046172,0.043595,0.016889,0.030862,0.030097,0.003207,0.005255,0.000005,0.089767,0.063061,0.060484,1.059127,2.733867,2.581245,109.803357,76.904111,0.019127,2,4,0.852127,0.764794,1.311022,2.671167,6.302341,psax
